Recording	Participant	TOI	Interval	clause_type	number	AOI	Stimulus	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Duration_of_first_fixation	Number_of_saccades_in_AOI
Recording1	Test Participant 1	Eye Tracker Items.068	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.068	1	sr	ps	Rectangle 1	s2	314	314	1	314	0
Recording1	Test Participant 1	Eye Tracker Items.068	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.068	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.068	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.069	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.069	1	sr	ps	Rectangle 1	s2	467	467	1	467	0
Recording1	Test Participant 1	Eye Tracker Items.069	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.069	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.069	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.070	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.070	1	sr	ps	Rectangle 1	s2	253	127	2	3	1
Recording1	Test Participant 1	Eye Tracker Items.070	1	sr	ps	Rectangle 2	s3	47	47	1	47	0
Recording1	Test Participant 1	Eye Tracker Items.070	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.070	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.071	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.071	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.071	1	sr	ps	Rectangle 2	s3	253	84	3	86	1
Recording1	Test Participant 1	Eye Tracker Items.071	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.071	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.072	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.072	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.072	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.072	1	sr	ps	Rectangle 3	s4	500	250	2	167	1
Recording1	Test Participant 1	Eye Tracker Items.072	1	sr	ps	Rectangle 4	s5	80	80	1	80	0
Recording1	Test Participant 1	Eye Tracker Items.073	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.073	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.073	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.073	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.073	1	sr	ps	Rectangle 4	s5	417	208	2	136	1
Recording1	Test Participant 1	Eye Tracker Items.082	1	sr	ps	Rectangle	s1	64	64	1	64	0
Recording1	Test Participant 1	Eye Tracker Items.082	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.082	1	sr	ps	Rectangle 2	s3	103	103	1	103	0
Recording1	Test Participant 1	Eye Tracker Items.082	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.082	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.083	1	sr	ps	Rectangle	s1	253	253	1	253	0
Recording1	Test Participant 1	Eye Tracker Items.083	1	sr	ps	Rectangle 1	s2	64	64	1	64	0
Recording1	Test Participant 1	Eye Tracker Items.083	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.083	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.083	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.084	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.084	1	sr	ps	Rectangle 1	s2	236	236	1	236	0
Recording1	Test Participant 1	Eye Tracker Items.084	1	sr	ps	Rectangle 2	s3	114	114	1	114	0
Recording1	Test Participant 1	Eye Tracker Items.084	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.084	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.085	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.085	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.085	1	sr	ps	Rectangle 2	s3	217	108	2	20	0
Recording1	Test Participant 1	Eye Tracker Items.085	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.085	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.086	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.086	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.086	1	sr	ps	Rectangle 2	s3	3	3	1	3	0
Recording1	Test Participant 1	Eye Tracker Items.086	1	sr	ps	Rectangle 3	s4	383	192	2	183	1
Recording1	Test Participant 1	Eye Tracker Items.086	1	sr	ps	Rectangle 4	s5	30	30	1	30	0
Recording1	Test Participant 1	Eye Tracker Items.087	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.087	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.087	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.087	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.087	1	sr	ps	Rectangle 4	s5	500	250	2	70	1
Recording1	Test Participant 1	Eye Tracker Items.090	1	sr	sp	Rectangle	s1	214	214	1	214	0
Recording1	Test Participant 1	Eye Tracker Items.090	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.090	1	sr	sp	Rectangle 2	s3	86	86	1	86	0
Recording1	Test Participant 1	Eye Tracker Items.090	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.090	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.091	1	sr	sp	Rectangle	s1	203	203	1	203	0
Recording1	Test Participant 1	Eye Tracker Items.091	1	sr	sp	Rectangle 1	s2	147	147	1	147	0
Recording1	Test Participant 1	Eye Tracker Items.091	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.091	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.091	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.092	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.092	1	sr	sp	Rectangle 1	s2	336	168	2	86	1
Recording1	Test Participant 1	Eye Tracker Items.092	1	sr	sp	Rectangle 2	s3	30	30	1	30	0
Recording1	Test Participant 1	Eye Tracker Items.092	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.092	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.093	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.093	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.093	1	sr	sp	Rectangle 2	s3	236	118	2	120	0
Recording1	Test Participant 1	Eye Tracker Items.093	1	sr	sp	Rectangle 3	s4	30	30	1	30	0
Recording1	Test Participant 1	Eye Tracker Items.093	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.094	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.094	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.094	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.094	1	sr	sp	Rectangle 3	s4	383	192	2	203	0
Recording1	Test Participant 1	Eye Tracker Items.094	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.095	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.095	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.095	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.095	1	sr	sp	Rectangle 3	s4	120	120	1	120	0
Recording1	Test Participant 1	Eye Tracker Items.095	1	sr	sp	Rectangle 4	s5	350	350	1	350	0
Recording1	Test Participant 1	Eye Tracker Items.097	1	sr	sp	Rectangle	s1	14	14	1	14	0
Recording1	Test Participant 1	Eye Tracker Items.097	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.097	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.097	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.097	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.098	1	sr	sp	Rectangle	s1	333	333	1	333	0
Recording1	Test Participant 1	Eye Tracker Items.098	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.098	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.098	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.098	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.099	1	sr	sp	Rectangle	s1	3	3	1	3	0
Recording1	Test Participant 1	Eye Tracker Items.099	1	sr	sp	Rectangle 1	s2	197	197	1	197	0
Recording1	Test Participant 1	Eye Tracker Items.099	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.099	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.099	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.100	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.100	1	sr	sp	Rectangle 1	s2	53	53	1	53	0
Recording1	Test Participant 1	Eye Tracker Items.100	1	sr	sp	Rectangle 2	s3	333	83	4	133	3
Recording1	Test Participant 1	Eye Tracker Items.100	1	sr	sp	Rectangle 3	s4	14	14	1	14	0
Recording1	Test Participant 1	Eye Tracker Items.100	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.101	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.101	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.101	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.101	1	sr	sp	Rectangle 3	s4	236	236	1	236	0
Recording1	Test Participant 1	Eye Tracker Items.101	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.102	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.102	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.102	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.102	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.102	1	sr	sp	Rectangle 4	s5	447	447	1	447	0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 1	s2	80	80	1	80	0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 1	s2	270	270	1	270	0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 2	s3	197	197	1	197	0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 2	s3	317	106	3	136	1
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 2	s3	3	3	1	3	0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 3	s4	317	106	3	117	1
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 3	s4	67	67	1	67	0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 4	s5	330	330	1	330	0
Recording1	Test Participant 1	practice1_s1	1	or	ss	Rectangle	s1	97	97	1	97	0
Recording1	Test Participant 1	practice1_s1	1	or	ss	Rectangle 1	s1	97	97	1	97	0
Recording1	Test Participant 1	practice1_s1	1	or	ss	Rectangle 2	s2	0		0		0
Recording1	Test Participant 1	practice1_s1	1	or	ss	Rectangle 3	s3	203	203	1	203	0
Recording1	Test Participant 1	practice1_s1	1	or	ss	Rectangle 4	s4	0		0		0
Recording1	Test Participant 1	practice1_s1	1	or	ss	Rectangle 5	s5	0		0		0
Recording1	Test Participant 1	practice1_s1	2	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s1	2	or	ss	Rectangle 1	s1	0		0		0
Recording1	Test Participant 1	practice1_s1	2	or	ss	Rectangle 2	s2	0		0		0
Recording1	Test Participant 1	practice1_s1	2	or	ss	Rectangle 3	s3	517	517	1	517	0
Recording1	Test Participant 1	practice1_s1	2	or	ss	Rectangle 4	s4	0		0		0
Recording1	Test Participant 1	practice1_s1	2	or	ss	Rectangle 5	s5	0		0		0
Recording1	Test Participant 1	practice1_s1	3	or	ss	Rectangle	s1	230	230	1	230	0
Recording1	Test Participant 1	practice1_s1	3	or	ss	Rectangle 1	s1	230	230	1	230	0
Recording1	Test Participant 1	practice1_s1	3	or	ss	Rectangle 2	s2	0		0		0
Recording1	Test Participant 1	practice1_s1	3	or	ss	Rectangle 3	s3	186	93	2	103	1
Recording1	Test Participant 1	practice1_s1	3	or	ss	Rectangle 4	s4	0		0		0
Recording1	Test Participant 1	practice1_s1	3	or	ss	Rectangle 5	s5	0		0		0
Recording1	Test Participant 1	practice1_s2	1	or	ss	Rectangle	s1	86	86	1	86	0
Recording1	Test Participant 1	practice1_s2	1	or	ss	Rectangle 1	s2	30	30	1	30	0
Recording1	Test Participant 1	practice1_s2	1	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s2	1	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s2	1	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s2	2	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s2	2	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s2	2	or	ss	Rectangle 2	s3	233	233	1	233	0
Recording1	Test Participant 1	practice1_s2	2	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s2	2	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s2	3	or	ss	Rectangle	s1	120	120	1	120	0
Recording1	Test Participant 1	practice1_s2	3	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s2	3	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s2	3	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s2	3	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s3	1	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s3	1	or	ss	Rectangle 1	s2	36	36	1	36	0
Recording1	Test Participant 1	practice1_s3	1	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s3	1	or	ss	Rectangle 3	s4	100	100	1	100	0
Recording1	Test Participant 1	practice1_s3	1	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s3	2	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s3	2	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s3	2	or	ss	Rectangle 2	s3	153	153	1	153	0
Recording1	Test Participant 1	practice1_s3	2	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s3	2	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s3	3	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s3	3	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s3	3	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s3	3	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s3	3	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s4	1	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s4	1	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s4	1	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s4	1	or	ss	Rectangle 3	s4	14	14	1	14	0
Recording1	Test Participant 1	practice1_s4	1	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s4	2	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s4	2	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s4	2	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s4	2	or	ss	Rectangle 3	s4	114	57	2	83	1
Recording1	Test Participant 1	practice1_s4	2	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s4	3	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s4	3	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s4	3	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s4	3	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s4	3	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice1_s5	1	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s5	1	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s5	1	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s5	1	or	ss	Rectangle 3	s4	136	136	1	136	0
Recording1	Test Participant 1	practice1_s5	1	or	ss	Rectangle 4	s5	64	64	1	64	0
Recording1	Test Participant 1	practice1_s5	2	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s5	2	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s5	2	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s5	2	or	ss	Rectangle 3	s4	103	103	1	103	0
Recording1	Test Participant 1	practice1_s5	2	or	ss	Rectangle 4	s5	30	30	1	30	0
Recording1	Test Participant 1	practice1_s5	3	or	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice1_s5	3	or	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice1_s5	3	or	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice1_s5	3	or	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice1_s5	3	or	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	206	103	2	86	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	327	164	2	97	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	236	236	1	236	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	170	170	1	170	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	14	14	1	14	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	64	64	1	64	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	303	303	1	303	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	3	3	1	3	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	333	333	1	333	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	364	364	1	364	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	147	147	1	147	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	280	280	1	280	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	214	214	1	214	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	253	253	1	253	0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr	ss,pp,sp,ps	Rectangle	s1	0		0		0
